SellerID,GUID,Date,Reference,Customer_Code,Name,Physical_Address1,Physical_Address2,Physical_Address3,Physical_Address4,Telephone,Stock_Code,Description,Price_Ex_Vat,Quantity,RepCode,ProductBarCodeID
VILJOEN,0,2026-01-30,IN-431729,P3850,FUELAND INVESTMENTS CCC (3 DAYS EFT ),P.O.BOX 801,TZANEEN,,PLAAS JAFFRAY TZANEEN,060 359 9710,MAR502,M & M Milk Choc Peanut 24x45g,347.28,1,42,
VILJOEN,0,2026-01-30,IN-431729,P3850,FUELAND INVESTMENTS CCC (3 DAYS EFT ),P.O.BOX 801,TZANEEN,,PLAAS JAFFRAY TZANEEN,060 359 9710,NES001SMA,Nestle Smarties 40x40g,420.0,1,42,
VILJOEN,0,2026-01-30,IN-431730,P929,IMPALA PETRO PORT (PTY)LTD CAD/I),Posbus 1947,Phalaborwa,,Kiaatstraat 1  Phalaborwa,015 781 3960,AIR201,W/R Gum Airwave Men/Euc 30,295.2,2,43,
VILJOEN,0,2026-01-30,IN-431730,P929,IMPALA PETRO PORT (PTY)LTD CAD/I),Posbus 1947,Phalaborwa,,Kiaatstraat 1  Phalaborwa,015 781 3960,ENE001,Energizer Max AA 2 Pack x 1,32.53,5,43,
VILJOEN,0,2026-01-30,IN-431730,P929,IMPALA PETRO PORT (PTY)LTD CAD/I),Posbus 1947,Phalaborwa,,Kiaatstraat 1  Phalaborwa,015 781 3960,ENE002,Energizer Max AAA 2 Pack x 1,32.53,5,43,
VILJOEN,0,2026-01-30,IN-431730,P929,IMPALA PETRO PORT (PTY)LTD CAD/I),Posbus 1947,Phalaborwa,,Kiaatstraat 1  Phalaborwa,015 781 3960,ENE003,Energizer Max AA 4 Pack x 1,59.33,5,43,
VILJOEN,0,2026-01-30,IN-431730,P929,IMPALA PETRO PORT (PTY)LTD CAD/I),Posbus 1947,Phalaborwa,,Kiaatstraat 1  Phalaborwa,015 781 3960,MAR103,Snickers Bar Twin Pack 24x (40gx2),380.16,2,43,
VILJOEN,0,2026-01-30,IN-431730,P929,IMPALA PETRO PORT (PTY)LTD CAD/I),Posbus 1947,Phalaborwa,,Kiaatstraat 1  Phalaborwa,015 781 3960,MAR201,Twix Bars 25x50g,329.0,1,43,
VILJOEN,0,2026-01-30,IN-431730,P929,IMPALA PETRO PORT (PTY)LTD CAD/I),Posbus 1947,Phalaborwa,,Kiaatstraat 1  Phalaborwa,015 781 3960,MEN080,Mentos Incr Chew Stick Straw 10pc 12X47G,120.0,1,43,
VILJOEN,0,2026-01-30,IN-431730,P929,IMPALA PETRO PORT (PTY)LTD CAD/I),Posbus 1947,Phalaborwa,,Kiaatstraat 1  Phalaborwa,015 781 3960,MP001,Menthoplus Strong 1x12,68.08,1,43,
VILJOEN,0,2026-01-30,IN-431730,P929,IMPALA PETRO PORT (PTY)LTD CAD/I),Posbus 1947,Phalaborwa,,Kiaatstraat 1  Phalaborwa,015 781 3960,MP002,Menthoplus Menthol 1x12,68.08,1,43,
VILJOEN,0,2026-01-30,IN-431730,P929,IMPALA PETRO PORT (PTY)LTD CAD/I),Posbus 1947,Phalaborwa,,Kiaatstraat 1  Phalaborwa,015 781 3960,MP004,Menthoplus Mint 1x12,68.08,1,43,
VILJOEN,0,2026-01-30,IN-431730,P929,IMPALA PETRO PORT (PTY)LTD CAD/I),Posbus 1947,Phalaborwa,,Kiaatstraat 1  Phalaborwa,015 781 3960,ORB173,Wrigley OTC Orbit Peppermint 30,230.58,1,43,
