"Seller Group","Supplier","Date","Reference","Customer code","Customer name","Physical_Address1","Physical_Address2","Physical_Address3","Physical_Address4","Deliver1","Deliver2","Deliver3","Deliver4","Telephone","Product code","Product description","Quantity","Value","Rep"
"ALL Other","Squeeze Mee",29/01/2026,"IN-431636","P3005","COD","","","","","","","","","","SQ002","Squeeze-Mee Strawberry 40x130ml",1,260.87,31
"ALL Other","Squeeze Mee",29/01/2026,"IN-431636","P3005","COD","","","","","","","","","","SQ003","Squeeze-Mee Bubblegum 40x130ml",1,260.87,31
"ALL Other","Sweets",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","B1956","Jungle Energy Bar Nuts 30's",1,292.16,43
"ALL Other","Sweets",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","B8530","Wilson XXX Lozengers Mint 48x31.2g",1,187.38,43
"ALL Other","Sweets",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","B8531","Wilson XXX Lozengers Musk 48x31.2g",1,187.38,43
"ALL Other","Diplomat",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","C607336","Halls Extra Strong 18",2,338.17,43
"ALL Other","Energizer",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","ENE006","Energizer Alk A23 1 Pack x 1",1,17.48,43
"ALL Other","Clippa",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","MEN009","Mentos Discovery Roll 40",1,312.50,43
"ALL Other","Clippa",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","MEN021","Mentos Gum Bot Curvy PF Mint (35ps) 1x6",2,312,43
"ALL Other","Clippa",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","MEN022","Mentos Gum Bot Curvy PF Wintergr (35ps)1x6",2,312,43
"ALL Other","Clippa",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","MEN024","Mentos Gum Bot Curvy Spearmint (35ps)1x6",1,156,43
"ALL Other","Clippa",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","MEN050","Mentos Gum Wintergreen 1x18",1,152.50,43
"ALL Other","Clippa",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","MEN053","Mentos Gum PF Mint 1x18",1,152.50,43
"ALL Other","Clippa",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","MEN054","Mentos Gum PF Strawberry 1x18",1,152.50,43
"ALL Other","Clippa",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","MEN090","Mentos Gum Nana Bot Straw 10pc",1,166.18,43
"ALL Other","Clippa",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","MEN092","Mentos Gum Nana Bot Strong Mint 10pc",1,166.18,43
"ALL Other","Nestle",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","NESCAP002","Nescafe Gold Cappuchino Org 1 x (10x18g)",10,570,43
"ALL Other","SG - Wrigley's",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","ORB191","Wrigley Orbit Bubblemint SXC 6x30Piece",1,231.78,43
"ALL Other","SG - Wrigley's",29/01/2026,"IN-431637","P3851","BESMO GARAGE CC (EFT)","P.O.BOX 4624","TZANEEN","","","109 ANTIMOON STREET","GRAVELOTTE","","","015 318 4462","ORB192","Wrigley Orbit Peppermint SXC 6x30Piece",1,231.78,43
"ALL Other","Mageu",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","MA004","Mageu  Mabele  10x500ml",1,114.76,18
"ALL Other","Mageu",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","MA013","Mageu  Mabele 10x1lt",1,148.23,18
"ALL Other","The Beverage Co",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","P5500535","Refreshhh 1x12x750ml Cola",1,58.26,18
"ALL Other","The Beverage Co",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","P5500536","Refreshhh 1x12x750ml Apple",1,58.26,18
"ALL Other","The Beverage Co",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","P5500537","Refreshhh 1x12x750ml Ginger Beer",1,58.26,18
"ALL Other","The Beverage Co",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","P5500538","Refreshhh 1x12x750ml Iron Brew",1,58.26,18
"ALL Other","The Beverage Co",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","P860501","Pepsi Cola 12x330ml",1,71,18
"ALL Other","The Beverage Co",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","P860502","Pepsi Max Zero Sugar12x330ml",1,71,18
"ALL Other","The Beverage Co",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","P860530","Mountain Dew 12x330ml",1,71,18
"ALL Other","Aquelle",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","QU601","aQuelle Litchi 6x500ml",1,42,18
"ALL Other","Aquelle",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","QU602","aQuelle Naartjie 6x500ml",1,42,18
"ALL Other","Aquelle",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","QU603","aQuelle Strawberry 6x500ml",1,42,18
"ALL Other","Aquelle",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","QU604","aQuelle Lemon 6x500ml",1,42,18
"ALL Other","Aquelle",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","QU608","aQuelle Watermelon 6x500ml",1,42,18
"ALL Other","Aquelle",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","QU702","aQuelle Naartjie 6x1.5lt",1,79.80,18
"ALL Other","Aquelle",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","QU704","aQuelle Lemon 6x1.5lt",1,79.80,18
"ALL Other","Aquelle",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","QU707","aQuelle Marula 6x1.5lt",1,79.80,18
"ALL Other","Aquelle",29/01/2026,"IN-431638","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","QU708","aQuelle Watermelon 6x1.5lt",1,79.80,18
"ALL Other","Squeeze Mee",29/01/2026,"IN-431639","P688","MILLERS BUSINESS ENTERPRISE (PTY)LTD CAD","1 BOTHA STR","MODJADJISKLOOF","","","1 BOTHA ST","MODJADISKLOOF","","","072 717 3008","SQ001","Squeeze-Mee Chocolate 40x130ml",1,298.70,18
"ALL Other","Squeeze Mee",29/01/2026,"IN-431639","P688","MILLERS BUSINESS ENTERPRISE (PTY)LTD CAD","1 BOTHA STR","MODJADJISKLOOF","","","1 BOTHA ST","MODJADISKLOOF","","","072 717 3008","SQ002","Squeeze-Mee Strawberry 40x130ml",1,298.70,18
"ALL Other","Squeeze Mee",29/01/2026,"IN-431639","P688","MILLERS BUSINESS ENTERPRISE (PTY)LTD CAD","1 BOTHA STR","MODJADJISKLOOF","","","1 BOTHA ST","MODJADISKLOOF","","","072 717 3008","SQ004","Squeeze-Mee Vanilla 40x130ml",1,298.70,18
"ALL Other","Squeeze Mee",29/01/2026,"IN-431639","P688","MILLERS BUSINESS ENTERPRISE (PTY)LTD CAD","1 BOTHA STR","MODJADJISKLOOF","","","1 BOTHA ST","MODJADISKLOOF","","","072 717 3008","SQ011","Squeeze-Mee Tof/Car 40x130ml",1,298.70,18
"ALL Other","Squeeze Mee",29/01/2026,"IN-431640","P041","KLOOF CAFE (3%) (CAD)","P.O.  Box 43","","Duiwelskloof","0835","Botha Street","Modjadjikloof","Duiwelskloof","","015 309 9661","SQ001","Squeeze-Mee Chocolate 40x130ml",1,298.70,18
"ALL Other","Waterberg",29/01/2026,"IN-431641","P138","AH ERNST&SEUNS(EDMS)BPK  3 D EFT","ALLESBESTE PADSTAL","POSBUS 91","Tzaneen","0850","Magoebaskloof Pad R71","","Tzaneen","","073 819 1047 CALVIN","GO-WB5","W/Berg Still 1x5lt each",8,121.74,18
"ALL Other","The Beverage Co",29/01/2026,"IN-431641","P138","AH ERNST&SEUNS(EDMS)BPK  3 D EFT","ALLESBESTE PADSTAL","POSBUS 91","Tzaneen","0850","Magoebaskloof Pad R71","","Tzaneen","","073 819 1047 CALVIN","P860502","Pepsi Max Zero Sugar12x330ml",1,71,18
"ALL Other","The Beverage Co",29/01/2026,"IN-431641","P138","AH ERNST&SEUNS(EDMS)BPK  3 D EFT","ALLESBESTE PADSTAL","POSBUS 91","Tzaneen","0850","Magoebaskloof Pad R71","","Tzaneen","","073 819 1047 CALVIN","P860530","Mountain Dew 12x330ml",1,71,18
"ALL Other","The Beverage Co",29/01/2026,"IN-431641","P138","AH ERNST&SEUNS(EDMS)BPK  3 D EFT","ALLESBESTE PADSTAL","POSBUS 91","Tzaneen","0850","Magoebaskloof Pad R71","","Tzaneen","","073 819 1047 CALVIN","P861302","Pepsi Max Pet 12x500ml",1,109,18
"ALL Other","Snack a Juice",29/01/2026,"IN-431641","P138","AH ERNST&SEUNS(EDMS)BPK  3 D EFT","ALLESBESTE PADSTAL","POSBUS 91","Tzaneen","0850","Magoebaskloof Pad R71","","Tzaneen","","073 819 1047 CALVIN","SJ200","SJ Ass S/C 24x500ml",2,713.48,18
"ALL Other","Energy Drinks",29/01/2026,"IN-431641","P138","AH ERNST&SEUNS(EDMS)BPK  3 D EFT","ALLESBESTE PADSTAL","POSBUS 91","Tzaneen","0850","Magoebaskloof Pad R71","","Tzaneen","","073 819 1047 CALVIN","SWI008","Switch Bok Green Citrus Pine 24x500ml",1,184.35,18
"ALL Other","Waterberg NEW",29/01/2026,"IN-431641","P138","AH ERNST&SEUNS(EDMS)BPK  3 D EFT","ALLESBESTE PADSTAL","POSBUS 91","Tzaneen","0850","Magoebaskloof Pad R71","","Tzaneen","","073 819 1047 CALVIN","WBNEW1.5L","W/B Spring Water Still 12x1,5L",3,328.96,18
"ALL Other","Waterberg NEW",29/01/2026,"IN-431641","P138","AH ERNST&SEUNS(EDMS)BPK  3 D EFT","ALLESBESTE PADSTAL","POSBUS 91","Tzaneen","0850","Magoebaskloof Pad R71","","Tzaneen","","073 819 1047 CALVIN","WBNEW500","W/B Spring Water Still 24x500ml",1,127.79,18
"ALL Other","Waterberg NEW",29/01/2026,"IN-431641","P138","AH ERNST&SEUNS(EDMS)BPK  3 D EFT","ALLESBESTE PADSTAL","POSBUS 91","Tzaneen","0850","Magoebaskloof Pad R71","","Tzaneen","","073 819 1047 CALVIN","WBNEW750","W/B Spring Water Still 12x750ml",1,96.58,18
"ALL Other","Foxi Snax",29/01/2026,"IN-431642","P424","ELTZUR (PTY)LTD (CAD)","POSTNET SUITE 12","P/BAG X20097","LYDENBURG","","STEELPOORT PRIMARY SCHOOL KIOSK","STEELPOORT","","","082 921 1162","FN002","Foxi Nax Beef 50x22g",1,73.04,17
"ALL Other","Foxi Snax",29/01/2026,"IN-431642","P424","ELTZUR (PTY)LTD (CAD)","POSTNET SUITE 12","P/BAG X20097","LYDENBURG","","STEELPOORT PRIMARY SCHOOL KIOSK","STEELPOORT","","","082 921 1162","FN021","Foxi Nax Beef 40x75g",1,216.53,17
"ALL Other","Foxi Snax",29/01/2026,"IN-431642","P424","ELTZUR (PTY)LTD (CAD)","POSTNET SUITE 12","P/BAG X20097","LYDENBURG","","STEELPOORT PRIMARY SCHOOL KIOSK","STEELPOORT","","","082 921 1162","FNP003","Foxi Puffs BBQ 20x50g",1,93.48,17
"ALL Other","Foxi Snax",29/01/2026,"IN-431642","P424","ELTZUR (PTY)LTD (CAD)","POSTNET SUITE 12","P/BAG X20097","LYDENBURG","","STEELPOORT PRIMARY SCHOOL KIOSK","STEELPOORT","","","082 921 1162","FNP004","Foxi Puffs Spicy Tomato 20x50g",1,93.48,17
"OK","Foxi Snax",29/01/2026,"IN-431643","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","FN021","Foxi Nax Beef 40x75g",1,216.53,17
"OK","Foxi Snax",29/01/2026,"IN-431643","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","FN023","Foxi Nax Salt Vinegar 40x75g",1,216.53,17
"OK","Foxi Snax",29/01/2026,"IN-431643","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","FN025","Foxi Nax BBQ 40x75g",1,216.53,17
"OK","Foxi Snax",29/01/2026,"IN-431643","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","FN026","Foxi Nax Spicy Tomato 40x75g",1,216.53,17
"OK","Foxi Snax",29/01/2026,"IN-431643","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","FNP003","Foxi Puffs BBQ 20x50g",1,93.48,17
"OK","Foxi Snax",29/01/2026,"IN-431643","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","FNP004","Foxi Puffs Spicy Tomato 20x50g",1,93.48,17
"Sasol","Foxi Snax",29/01/2026,"IN-431644","P2163","SASOL S/POORT EVEN GRAND TRAD.(2,5%)(I)","P. O. Box 818","Tzaneen","0850","","Main Street","","Steelpoort","0850","015 230 9773 THOMAS","FN021","Foxi Nax Beef 40x75g",1,216.53,17
