"Seller Group","Supplier","Date","Reference","Customer code","Customer name","Physical_Address1","Physical_Address2","Physical_Address3","Physical_Address4","Deliver1","Deliver2","Deliver3","Deliver4","Telephone","Product code","Product description","Quantity","Value","Rep"
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI001","Switch Original 24x500ml",1,184.35,3
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI007","Switch Cranberry/Cherry 24x500ml",1,184.35,3
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI008","Switch Bok Green Citrus Pine 24x500ml",1,184.35,3
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI013","Switch Org B/gum 24x500ml",1,184.35,3
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI019","Switch Mango Peach 24x500ml",1,184.35,3
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI022","Switch Jelly Babies 24x500ml",1,184.35,3
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI023","Switch Dry Lemon 24x500ml",1,184.35,3
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI033","Switch Kiwi/Mango/Straw 24x500ml",1,184.35,3
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI035","Switch Grana/Cheesecake 24x500ml",1,184.35,3
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI039","Switch Tropical 24x500ml",1,184.35,3
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI051","Switch Vita C Rooibos & Honey 24x500ml",1,184.35,3
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI052","Switch Vita C Matcha Green Tea & Lemon 24x500ml",1,184.35,3
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI056","Switch Pineapple Mango & Cherry 24x500ml",1,184.35,3
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI057","Switch Watermelon/Straw & Pear 24x500ml",1,184.35,3
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SWI069","Switch Holi Pop Orange 24X500ML",1,184.34,3
"Shell","Take 5 Juice",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","TA150","Take 5 Orange 100% 6x1.5lt",1,243.83,3
